timestamp,request_id,method,path,query,status_code,latency_ms,client_ip,user_agent,user,role,event_type,source,true_label,predicted_label,result_type
2026-03-18T01:08:42.893140Z,c5d56cf2-966b-41bd-8908-f8ba0e2d1968,GET,/health,,200,1.188,127.0.0.1,python-requests/2.32.5,normal-user,user,web_request,webapp,0,0,TN
2026-03-18T01:08:42.995143Z,f3bc07c2-f6c2-4a49-955c-af1caa58a036,GET,/products,limit=10,200,1.502,127.0.0.1,python-requests/2.32.5,normal-user,user,web_request,webapp,0,0,TN
2026-03-18T01:08:43.123778Z,2a9f01e4-4d00-428f-ac2d-215f574a971b,POST,/login,,401,3.0,127.0.0.1,python-requests/2.32.5,admin0,guest,auth_failed,webapp,1,1,TP
2026-03-18T01:08:43.129165Z,eb31e3e1-5b9b-46dd-ba9f-0811df5a8a28,POST,/login,,401,24.494,127.0.0.1,python-requests/2.32.5,attacker,guest,auth_attempt,webapp,1,1,TP
2026-03-18T01:08:43.133679Z,a04109e2-2cc1-4e7a-b362-387fb244ef78,POST,/login,,401,3.0,127.0.0.1,python-requests/2.32.5,admin1,guest,auth_failed,webapp,1,1,TP
2026-03-18T01:08:43.135145Z,7ef7b681-3692-4aac-8d7c-a5b132f71c8f,POST,/login,,401,2.349,127.0.0.1,python-requests/2.32.5,attacker,guest,auth_attempt,webapp,1,1,TP
2026-03-18T01:08:43.141458Z,2ac3fbef-6092-4182-b21a-c6cab0945111,POST,/login,,401,3.0,127.0.0.1,python-requests/2.32.5,admin2,guest,auth_failed,webapp,1,1,TP
2026-03-18T01:08:43.142852Z,cac28325-4c03-4711-877d-738bbd72df8e,POST,/login,,401,3.519,127.0.0.1,python-requests/2.32.5,attacker,guest,auth_attempt,webapp,1,1,TP
2026-03-18T01:08:43.147069Z,9c7bdeee-210e-4810-9c1a-0abce0d07014,POST,/login,,401,3.0,127.0.0.1,python-requests/2.32.5,admin0,guest,auth_failed,webapp,1,1,TP
2026-03-18T01:08:43.149670Z,c629f695-6d5e-4901-81ff-583bda6fc936,POST,/login,,401,3.366,127.0.0.1,python-requests/2.32.5,attacker,guest,auth_attempt,webapp,1,1,TP
2026-03-18T01:08:43.154056Z,2a954896-effd-4d92-9fdb-e9573e1a3ff1,POST,/login,,401,3.0,127.0.0.1,python-requests/2.32.5,admin1,guest,auth_failed,webapp,1,1,TP
2026-03-18T01:08:43.155174Z,ede4110a-217f-4725-b71e-af208b5d9a18,POST,/login,,401,1.718,127.0.0.1,python-requests/2.32.5,attacker,guest,auth_attempt,webapp,1,1,TP
2026-03-18T01:08:43.159344Z,78e51c89-9264-4154-8cf0-9d7221c7d26d,POST,/login,,401,3.0,127.0.0.1,python-requests/2.32.5,admin2,guest,auth_failed,webapp,1,1,TP
2026-03-18T01:08:43.161077Z,04b259bb-533e-4039-8e3f-5bc911a7879f,POST,/login,,401,2.331,127.0.0.1,python-requests/2.32.5,attacker,guest,auth_attempt,webapp,1,1,TP
2026-03-18T01:08:43.164804Z,cc362f08-a639-44d2-b923-ec97872e3c6d,POST,/login,,401,3.0,127.0.0.1,python-requests/2.32.5,admin0,guest,auth_failed,webapp,1,1,TP
2026-03-18T01:08:43.166177Z,f86783db-7d47-496d-ab0f-70127e53450f,POST,/login,,401,2.066,127.0.0.1,python-requests/2.32.5,attacker,guest,auth_attempt,webapp,1,1,TP
2026-03-18T01:08:43.170202Z,f58d2217-5b78-41ef-b704-e0af269a83e6,POST,/login,,401,3.0,127.0.0.1,python-requests/2.32.5,admin1,guest,auth_failed,webapp,1,1,TP
2026-03-18T01:08:43.171288Z,c19da63f-c1ad-474d-9646-209f3559fc53,POST,/login,,401,1.734,127.0.0.1,python-requests/2.32.5,attacker,guest,auth_attempt,webapp,1,1,TP
2026-03-18T01:08:43.175035Z,4b787418-bf8e-4f54-8e01-c8410ee6128c,POST,/login,,401,3.0,127.0.0.1,python-requests/2.32.5,admin2,guest,auth_failed,webapp,1,1,TP
2026-03-18T01:08:43.176198Z,fe517af0-39a4-439d-93f5-d04ee76d18dc,POST,/login,,401,1.845,127.0.0.1,python-requests/2.32.5,attacker,guest,auth_attempt,webapp,1,1,TP
2026-03-18T01:08:43.179918Z,07f63460-e44c-4acb-863b-ca31f8561eb0,POST,/login,,401,3.0,127.0.0.1,python-requests/2.32.5,admin0,guest,auth_failed,webapp,1,1,TP
2026-03-18T01:08:43.181208Z,34d13d49-f95b-4723-b99a-0a7949c3b81c,POST,/login,,401,1.968,127.0.0.1,python-requests/2.32.5,attacker,guest,auth_attempt,webapp,1,1,TP
2026-03-18T01:08:43.186636Z,9f8b85a6-c2a8-43d7-8b56-d71f1e43289b,POST,/login,,401,3.0,127.0.0.1,python-requests/2.32.5,admin1,guest,auth_failed,webapp,1,1,TP
2026-03-18T01:08:43.188337Z,a610ed03-a01a-43e8-8300-21ccc813cab0,POST,/login,,401,2.539,127.0.0.1,python-requests/2.32.5,attacker,guest,auth_attempt,webapp,1,1,TP
2026-03-18T01:08:43.193699Z,ad2b7869-9f88-492c-a4f4-18bb9fa5ae7f,POST,/login,,401,3.0,127.0.0.1,python-requests/2.32.5,admin2,guest,auth_failed,webapp,1,1,TP
2026-03-18T01:08:43.195814Z,45d246db-051a-4fee-b446-5dedeff27f6b,POST,/login,,401,3.716,127.0.0.1,python-requests/2.32.5,attacker,guest,auth_attempt,webapp,1,1,TP
2026-03-18T01:08:43.201228Z,b2599f02-0426-4f30-8642-5d51ac4bf447,POST,/login,,401,3.0,127.0.0.1,python-requests/2.32.5,admin0,guest,auth_failed,webapp,1,1,TP
2026-03-18T01:08:43.202997Z,571fca7d-e4dc-49cb-b5e1-7c235a79ddf3,POST,/login,,401,2.654,127.0.0.1,python-requests/2.32.5,attacker,guest,auth_attempt,webapp,1,1,TP
2026-03-18T01:08:43.208239Z,3e4ab0ef-7da2-4e85-97b7-02b0ec4ac1da,POST,/login,,401,3.0,127.0.0.1,python-requests/2.32.5,admin1,guest,auth_failed,webapp,1,1,TP
2026-03-18T01:08:43.209716Z,ee929ccf-1b66-4f35-ad4b-dd0ed620944f,POST,/login,,401,2.2,127.0.0.1,python-requests/2.32.5,attacker,guest,auth_attempt,webapp,1,1,TP
2026-03-18T01:08:43.215725Z,8f9048ec-910b-49f2-8d77-12c67d121824,POST,/login,,401,3.0,127.0.0.1,python-requests/2.32.5,admin2,guest,auth_failed,webapp,1,1,TP
2026-03-18T01:08:43.218363Z,fb3b485f-d730-46c9-a69c-b496fa771532,POST,/login,,401,4.352,127.0.0.1,python-requests/2.32.5,attacker,guest,auth_attempt,webapp,1,1,TP
2026-03-18T01:08:43.223663Z,21c8aa2c-1791-4272-aed5-da983b919b6b,POST,/login,,401,3.0,127.0.0.1,python-requests/2.32.5,admin0,guest,auth_failed,webapp,1,1,TP
2026-03-18T01:08:43.225078Z,0541da7b-1e22-4e09-b4e6-7bf0ab2f063b,POST,/login,,401,2.932,127.0.0.1,python-requests/2.32.5,attacker,guest,auth_attempt,webapp,1,1,TP
2026-03-18T01:08:43.229807Z,90bed55e-a473-44d4-ba5e-2d1948146abb,POST,/login,,401,3.0,127.0.0.1,python-requests/2.32.5,admin1,guest,auth_failed,webapp,1,1,TP
2026-03-18T01:08:43.231512Z,67a253b5-dc41-4e8c-826a-c5e5de67819a,POST,/login,,401,2.707,127.0.0.1,python-requests/2.32.5,attacker,guest,auth_attempt,webapp,1,1,TP
2026-03-18T01:08:43.236625Z,6af99b06-f90e-49af-9017-5d7afcfc96fa,POST,/login,,401,3.0,127.0.0.1,python-requests/2.32.5,admin2,guest,auth_failed,webapp,1,1,TP
2026-03-18T01:08:43.237985Z,6ce84ddc-ccfb-4f71-9cbe-55e4a4bd9cf7,POST,/login,,401,2.069,127.0.0.1,python-requests/2.32.5,attacker,guest,auth_attempt,webapp,1,1,TP
2026-03-18T01:08:43.242568Z,382528fa-91e6-46d9-bbcb-4d3147ab5fb9,POST,/login,,401,3.0,127.0.0.1,python-requests/2.32.5,admin0,guest,auth_failed,webapp,1,1,TP
2026-03-18T01:08:43.243956Z,b84b59c1-fda2-4c5d-83b9-3853f448e338,POST,/login,,401,2.175,127.0.0.1,python-requests/2.32.5,attacker,guest,auth_attempt,webapp,1,1,TP
2026-03-18T01:08:43.248479Z,cd1fc242-f8fb-451a-a2ba-1f608bb28333,POST,/login,,401,3.0,127.0.0.1,python-requests/2.32.5,admin1,guest,auth_failed,webapp,1,1,TP
2026-03-18T01:08:43.249750Z,f9c7f741-7829-4b4c-aa30-a1847227df45,POST,/login,,401,2.054,127.0.0.1,python-requests/2.32.5,attacker,guest,auth_attempt,webapp,1,1,TP
2026-03-18T01:08:43.253480Z,b4c99230-e0cf-4d9b-9d80-60eb65cc731e,GET,/.git/config,,404,0.359,127.0.0.1,python-requests/2.32.5,attacker,guest,endpoint_scan,webapp,1,1,TP
2026-03-18T01:08:43.256485Z,8c7852da-3392-4438-869a-fe17be8d754c,GET,/phpmyadmin,,404,0.214,127.0.0.1,python-requests/2.32.5,attacker,guest,endpoint_scan,webapp,1,1,TP
2026-03-18T01:08:43.259834Z,9574805b-08b3-43a8-9a1c-8165662ef2d6,GET,/etc/passwd,,404,0.19,127.0.0.1,python-requests/2.32.5,attacker,guest,endpoint_scan,webapp,1,1,TP
2026-03-18T01:08:43.263323Z,95bd62ad-145a-4c3a-bfc7-df3d8be7d2b9,GET,/etc/passwd,,404,0.187,127.0.0.1,python-requests/2.32.5,attacker,guest,endpoint_scan,webapp,1,1,TP
2026-03-18T01:08:43.266681Z,677f4fba-0601-4dc3-8c7d-64258bc6858e,GET,/phpmyadmin,,404,0.186,127.0.0.1,python-requests/2.32.5,attacker,guest,endpoint_scan,webapp,1,1,TP
2026-03-18T01:08:43.269929Z,ff2141ec-03f0-439b-a427-3da0f139d848,GET,/.git/config,,404,0.191,127.0.0.1,python-requests/2.32.5,attacker,guest,endpoint_scan,webapp,1,1,TP
2026-03-18T01:08:43.273129Z,65c96b7d-dbeb-4a8f-8dcd-0547bd862c5e,GET,/.git/config,,404,0.188,127.0.0.1,python-requests/2.32.5,attacker,guest,endpoint_scan,webapp,1,1,TP
2026-03-18T01:08:43.276102Z,a90c93e4-6fdc-4d05-a610-d52d21dbc3c7,GET,/phpmyadmin,,404,0.197,127.0.0.1,python-requests/2.32.5,attacker,guest,endpoint_scan,webapp,1,1,TP
2026-03-18T01:08:43.279638Z,984643bd-fa05-4bf0-865d-9a7aa4818d5f,GET,/.git/config,,404,0.218,127.0.0.1,python-requests/2.32.5,attacker,guest,endpoint_scan,webapp,1,1,TP
2026-03-18T01:08:43.283415Z,8c3915a2-34ca-4d74-85b2-f911ad8313f3,GET,/wp-admin,,404,0.211,127.0.0.1,python-requests/2.32.5,attacker,guest,endpoint_scan,webapp,1,1,TP
2026-03-18T01:08:43.286948Z,7901dc63-0b72-40fb-b048-137622a6e495,GET,/phpmyadmin,,404,0.206,127.0.0.1,python-requests/2.32.5,attacker,guest,endpoint_scan,webapp,1,1,TP
2026-03-18T01:08:43.289983Z,b4d2b0fc-c11b-4eea-9d2c-2aa01047f090,GET,/phpmyadmin,,404,0.22,127.0.0.1,python-requests/2.32.5,attacker,guest,endpoint_scan,webapp,1,1,TP
2026-03-18T01:08:43.293250Z,68bd4145-22ff-4b3f-88f9-dfc9e7317bfd,GET,/wp-admin,,404,0.235,127.0.0.1,python-requests/2.32.5,attacker,guest,endpoint_scan,webapp,1,1,TP
2026-03-18T01:08:43.296661Z,bfe7e56e-a0ed-4471-91e6-c5a54459b041,GET,/wp-admin,,404,0.208,127.0.0.1,python-requests/2.32.5,attacker,guest,endpoint_scan,webapp,1,1,TP
2026-03-18T01:08:43.299997Z,f5607244-83c7-4233-a2b9-4b92941d39ed,GET,/phpmyadmin,,404,0.208,127.0.0.1,python-requests/2.32.5,attacker,guest,endpoint_scan,webapp,1,1,TP
2026-03-18T01:08:43.304317Z,10c6e7a4-88aa-4501-9361-58b4f70ef41a,GET,/admin,,403,0.996,127.0.0.1,python-requests/2.32.5,attacker,guest,privilege_violation,webapp,1,1,TP
2026-03-18T01:08:43.308364Z,39224901-5239-4e1b-867b-6275eb8f1488,GET,/admin,,403,0.902,127.0.0.1,python-requests/2.32.5,attacker,guest,privilege_violation,webapp,1,1,TP
2026-03-18T01:08:43.312072Z,5b2a997e-c679-4d72-89df-dac456a926c5,GET,/admin,,403,0.502,127.0.0.1,python-requests/2.32.5,attacker,guest,privilege_violation,webapp,1,1,TP
2026-03-18T01:08:43.316179Z,620fcf8b-4a5e-4153-94c1-4d2ea296bb48,GET,/admin,,403,0.557,127.0.0.1,python-requests/2.32.5,attacker,guest,privilege_violation,webapp,1,1,TP
2026-03-18T01:08:43.320331Z,ff2f9f39-3b30-4c6c-9bc3-bd951d63add7,GET,/admin,,403,0.664,127.0.0.1,python-requests/2.32.5,attacker,guest,privilege_violation,webapp,1,1,TP
2026-03-18T01:08:43.324248Z,aa2edcbc-788c-4724-9a94-a2eee28fb408,GET,/admin,,403,0.814,127.0.0.1,python-requests/2.32.5,attacker,guest,privilege_violation,webapp,1,1,TP
2026-03-18T01:08:43.327788Z,ba1665dc-b666-4bff-9316-3d3aad394adb,GET,/admin,,403,0.625,127.0.0.1,python-requests/2.32.5,attacker,guest,privilege_violation,webapp,1,1,TP
2026-03-18T01:08:43.332619Z,6281860a-1956-4e25-af9a-3c46a5468f7d,GET,/admin,,403,1.584,127.0.0.1,python-requests/2.32.5,attacker,guest,privilege_violation,webapp,1,1,TP
2026-03-18T01:08:43.336526Z,9b98c447-23a5-4076-976e-cfdbc050191b,GET,/admin,,403,0.598,127.0.0.1,python-requests/2.32.5,attacker,guest,privilege_violation,webapp,1,1,TP
2026-03-18T01:08:43.340807Z,32417387-4094-43c4-bf67-aea5b0f90589,GET,/admin,,403,0.753,127.0.0.1,python-requests/2.32.5,attacker,guest,privilege_violation,webapp,1,1,TP
2026-03-18T11:09:39.060295Z,3ab28d9c-d20c-4701-b439-4a1372ac5565,GET,/products,limit=5,200,2.883,127.0.0.1,python-requests/2.32.5,normal-user,user,web_request,webapp,0,0,TN
2026-03-18T11:09:39.210317Z,20e59eac-44fd-4924-94b3-3cdcba5dc347,GET,/,,200,1.572,127.0.0.1,python-requests/2.32.5,normal-user,user,web_request,webapp,0,0,TN
2026-03-18T11:09:39.360695Z,1bf20675-b11c-4d47-ba62-31fa8a5fa475,GET,/health,,200,2.179,127.0.0.1,python-requests/2.32.5,normal-user,user,web_request,webapp,0,0,TN
2026-03-18T11:09:39.465983Z,33c052de-9223-4aa0-b156-1e4af26889fc,GET,/products,limit=10,200,1.19,127.0.0.1,python-requests/2.32.5,normal-user,user,web_request,webapp,0,0,TN
2026-03-18T11:09:39.547911Z,139946f7-bdcf-4fc8-8089-0d7eab1f8ce6,GET,/products,limit=5,200,1.218,127.0.0.1,python-requests/2.32.5,normal-user,user,web_request,webapp,0,0,TN
2026-03-18T11:09:39.697953Z,e32f760e-4283-444c-8658-d4680e53368c,GET,/health,,200,1.186,127.0.0.1,python-requests/2.32.5,normal-user,user,web_request,webapp,0,0,TN
2026-03-18T11:09:39.847066Z,aa00c657-b9ac-4260-9903-4edf7f74ae5c,GET,/health,,200,1.007,127.0.0.1,python-requests/2.32.5,normal-user,user,web_request,webapp,0,0,TN
2026-03-18T11:09:39.944918Z,7e1415d0-85bd-4ad2-93bf-6342843ef4e0,GET,/products,limit=10,200,1.546,127.0.0.1,python-requests/2.32.5,normal-user,user,web_request,webapp,0,0,TN
2026-03-18T11:09:40.034136Z,c2c4e66e-65e9-4a70-af3a-6ab55eeac056,GET,/products,limit=10,200,0.894,127.0.0.1,python-requests/2.32.5,normal-user,user,web_request,webapp,0,0,TN
2026-03-18T11:09:40.168187Z,45f20608-d7b2-41c9-871d-dcfc631259a1,GET,/,,200,0.906,127.0.0.1,python-requests/2.32.5,normal-user,user,web_request,webapp,0,0,TN
2026-03-18T11:09:40.291366Z,304461ff-fa2f-4203-af03-1b119044deab,GET,/health,,200,1.248,127.0.0.1,python-requests/2.32.5,normal-user,user,web_request,webapp,0,0,TN
2026-03-18T11:09:40.423912Z,330804a1-e93d-476c-908f-d56576282c61,GET,/health,,200,0.82,127.0.0.1,python-requests/2.32.5,normal-user,user,web_request,webapp,0,0,TN
2026-03-18T11:09:40.544304Z,8e890ba5-a7a5-4bf6-a2a2-229a2ce7d113,GET,/health,,200,1.285,127.0.0.1,python-requests/2.32.5,normal-user,user,web_request,webapp,0,0,TN
2026-03-18T11:09:40.581671Z,7d55487b-ba86-4222-8652-9b2ba0e88a1e,GET,/products,limit=5,200,1.289,127.0.0.1,python-requests/2.32.5,normal-user,user,web_request,webapp,0,0,TN
2026-03-18T11:09:40.733228Z,fce39ffa-a699-42be-bf59-630089256642,GET,/products,limit=10,200,0.928,127.0.0.1,python-requests/2.32.5,normal-user,user,web_request,webapp,0,0,TN
2026-03-18T11:09:40.878370Z,2faae6b2-895e-4e65-b6a9-290b26d1e7fa,GET,/products,limit=10,200,0.939,127.0.0.1,python-requests/2.32.5,normal-user,user,web_request,webapp,0,0,TN
2026-03-18T11:09:40.999569Z,aa76c715-e812-4977-89a1-3a25591ad7fb,GET,/health,,200,1.208,127.0.0.1,python-requests/2.32.5,normal-user,user,web_request,webapp,0,0,TN
2026-03-18T11:09:41.122989Z,4933ce35-7c1a-4bd7-9edd-6496efee70cb,GET,/products,limit=5,200,1.188,127.0.0.1,python-requests/2.32.5,normal-user,user,web_request,webapp,0,0,TN
2026-03-18T11:09:41.150530Z,9612367c-0c32-4b36-929f-b520275cdf73,GET,/health,,200,0.988,127.0.0.1,python-requests/2.32.5,normal-user,user,web_request,webapp,0,0,TN
2026-03-18T11:09:41.239058Z,52c8567c-4297-49b8-aa41-9eb217616015,GET,/products,limit=5,200,1.288,127.0.0.1,python-requests/2.32.5,normal-user,user,web_request,webapp,0,0,TN
2026-03-18T11:09:41.343723Z,90ed3404-944f-43ff-a1dd-dc33c535a1a8,GET,/products,limit=5,200,0.927,127.0.0.1,python-requests/2.32.5,normal-user,user,web_request,webapp,0,0,TN
2026-03-18T11:09:41.444742Z,e49b6b44-7072-4059-800e-4c3ffb7466fa,GET,/products,limit=10,200,1.422,127.0.0.1,python-requests/2.32.5,normal-user,user,web_request,webapp,0,0,TN
2026-03-18T11:09:41.572798Z,9176f6e5-ccce-4341-bc0b-ac8f67c76895,GET,/,,200,1.181,127.0.0.1,python-requests/2.32.5,normal-user,user,web_request,webapp,0,0,TN
2026-03-18T11:09:41.605956Z,a75ce1a2-4e52-4f51-8fc6-c2062d311886,GET,/products,limit=5,200,1.167,127.0.0.1,python-requests/2.32.5,normal-user,user,web_request,webapp,0,0,TN
2026-03-18T11:09:41.691697Z,e42be2e7-777c-44a1-b8bb-89879b85d49d,GET,/products,limit=5,200,0.933,127.0.0.1,python-requests/2.32.5,normal-user,user,web_request,webapp,0,0,TN
2026-03-18T11:09:41.824451Z,148142f0-159b-41a2-882c-8dab2dd3efce,GET,/products,limit=10,200,1.04,127.0.0.1,python-requests/2.32.5,normal-user,user,web_request,webapp,0,0,TN
2026-03-18T11:09:41.941714Z,3899c27b-9f09-4c7b-8618-51b7f26ef49a,GET,/products,limit=10,200,1.217,127.0.0.1,python-requests/2.32.5,normal-user,user,web_request,webapp,0,0,TN
2026-03-18T11:09:42.008616Z,7e844573-7861-45b8-baf8-8d932d86da29,GET,/,,200,0.9,127.0.0.1,python-requests/2.32.5,normal-user,user,web_request,webapp,0,0,TN
2026-03-18T11:09:42.144461Z,51d79427-9ebd-4259-8907-725340195d47,GET,/products,limit=5,200,0.718,127.0.0.1,python-requests/2.32.5,normal-user,user,web_request,webapp,0,0,TN
2026-03-18T11:09:42.218798Z,9a1e3da5-6e2f-4948-9174-66b07651ea87,GET,/,,200,0.608,127.0.0.1,python-requests/2.32.5,normal-user,user,web_request,webapp,0,0,TN
