timestamp,client_ip,method,path,query,event_type,status_code,latency_ms,hour_of_day,is_error,is_auth_failed,is_scan,is_admin_path,is_sqli,is_xss,is_token_abuse,is_bot,req_per_min_ip,unique_paths_per_min_ip
2026-03-18 01:08:43.129165+00:00,127.0.0.1,POST,/login,,auth_attempt,401,24.494,1,1,0,0,0,0,0,0,0,42,4
2026-03-18 01:08:43.133679+00:00,127.0.0.1,POST,/login,,auth_failed,401,3.0,1,1,1,0,0,0,0,0,0,43,4
2026-03-18 01:08:43.135145+00:00,127.0.0.1,POST,/login,,auth_attempt,401,2.349,1,1,0,0,0,0,0,0,0,44,4
2026-03-18 01:08:43.141458+00:00,127.0.0.1,POST,/login,,auth_failed,401,3.0,1,1,1,0,0,0,0,0,0,45,4
2026-03-18 01:08:43.142852+00:00,127.0.0.1,POST,/login,,auth_attempt,401,3.519,1,1,0,0,0,0,0,0,0,46,4
2026-03-18 01:08:43.147069+00:00,127.0.0.1,POST,/login,,auth_failed,401,3.0,1,1,1,0,0,0,0,0,0,47,4
2026-03-18 01:08:43.149670+00:00,127.0.0.1,POST,/login,,auth_attempt,401,3.366,1,1,0,0,0,0,0,0,0,48,4
2026-03-18 01:08:43.154056+00:00,127.0.0.1,POST,/login,,auth_failed,401,3.0,1,1,1,0,0,0,0,0,0,49,4
2026-03-18 01:08:43.155174+00:00,127.0.0.1,POST,/login,,auth_attempt,401,1.718,1,1,0,0,0,0,0,0,0,50,4
2026-03-18 01:08:43.159344+00:00,127.0.0.1,POST,/login,,auth_failed,401,3.0,1,1,1,0,0,0,0,0,0,51,4
2026-03-18 01:08:43.161077+00:00,127.0.0.1,POST,/login,,auth_attempt,401,2.331,1,1,0,0,0,0,0,0,0,52,4
2026-03-18 01:08:43.164804+00:00,127.0.0.1,POST,/login,,auth_failed,401,3.0,1,1,1,0,0,0,0,0,0,53,4
2026-03-18 01:08:43.166177+00:00,127.0.0.1,POST,/login,,auth_attempt,401,2.066,1,1,0,0,0,0,0,0,0,54,4
2026-03-18 01:08:43.170202+00:00,127.0.0.1,POST,/login,,auth_failed,401,3.0,1,1,1,0,0,0,0,0,0,55,4
2026-03-18 01:08:43.171288+00:00,127.0.0.1,POST,/login,,auth_attempt,401,1.734,1,1,0,0,0,0,0,0,0,56,4
2026-03-18 01:08:43.175035+00:00,127.0.0.1,POST,/login,,auth_failed,401,3.0,1,1,1,0,0,0,0,0,0,57,4
2026-03-18 01:08:43.176198+00:00,127.0.0.1,POST,/login,,auth_attempt,401,1.845,1,1,0,0,0,0,0,0,0,58,4
2026-03-18 01:08:43.179918+00:00,127.0.0.1,POST,/login,,auth_failed,401,3.0,1,1,1,0,0,0,0,0,0,59,4
2026-03-18 01:08:43.181208+00:00,127.0.0.1,POST,/login,,auth_attempt,401,1.968,1,1,0,0,0,0,0,0,0,60,4
2026-03-18 01:08:43.186636+00:00,127.0.0.1,POST,/login,,auth_failed,401,3.0,1,1,1,0,0,0,0,0,0,61,4
2026-03-18 01:08:43.188337+00:00,127.0.0.1,POST,/login,,auth_attempt,401,2.539,1,1,0,0,0,0,0,0,0,62,4
2026-03-18 01:08:43.193699+00:00,127.0.0.1,POST,/login,,auth_failed,401,3.0,1,1,1,0,0,0,0,0,0,63,4
2026-03-18 01:08:43.195814+00:00,127.0.0.1,POST,/login,,auth_attempt,401,3.716,1,1,0,0,0,0,0,0,0,64,4
2026-03-18 01:08:43.201228+00:00,127.0.0.1,POST,/login,,auth_failed,401,3.0,1,1,1,0,0,0,0,0,0,65,4
2026-03-18 01:08:43.202997+00:00,127.0.0.1,POST,/login,,auth_attempt,401,2.654,1,1,0,0,0,0,0,0,0,66,4
2026-03-18 01:08:43.208239+00:00,127.0.0.1,POST,/login,,auth_failed,401,3.0,1,1,1,0,0,0,0,0,0,67,4
2026-03-18 01:08:43.209716+00:00,127.0.0.1,POST,/login,,auth_attempt,401,2.2,1,1,0,0,0,0,0,0,0,68,4
2026-03-18 01:08:43.215725+00:00,127.0.0.1,POST,/login,,auth_failed,401,3.0,1,1,1,0,0,0,0,0,0,69,4
2026-03-18 01:08:43.218363+00:00,127.0.0.1,POST,/login,,auth_attempt,401,4.352,1,1,0,0,0,0,0,0,0,70,4
2026-03-18 01:08:43.223663+00:00,127.0.0.1,POST,/login,,auth_failed,401,3.0,1,1,1,0,0,0,0,0,0,71,4
2026-03-18 01:08:43.225078+00:00,127.0.0.1,POST,/login,,auth_attempt,401,2.932,1,1,0,0,0,0,0,0,0,72,4
2026-03-18 01:08:43.229807+00:00,127.0.0.1,POST,/login,,auth_failed,401,3.0,1,1,1,0,0,0,0,0,0,73,4
2026-03-18 01:08:43.231512+00:00,127.0.0.1,POST,/login,,auth_attempt,401,2.707,1,1,0,0,0,0,0,0,0,74,4
2026-03-18 01:08:43.236625+00:00,127.0.0.1,POST,/login,,auth_failed,401,3.0,1,1,1,0,0,0,0,0,0,75,4
2026-03-18 01:08:43.237985+00:00,127.0.0.1,POST,/login,,auth_attempt,401,2.069,1,1,0,0,0,0,0,0,0,76,4
2026-03-18 01:08:43.242568+00:00,127.0.0.1,POST,/login,,auth_failed,401,3.0,1,1,1,0,0,0,0,0,0,77,4
2026-03-18 01:08:43.243956+00:00,127.0.0.1,POST,/login,,auth_attempt,401,2.175,1,1,0,0,0,0,0,0,0,78,4
2026-03-18 01:08:43.248479+00:00,127.0.0.1,POST,/login,,auth_failed,401,3.0,1,1,1,0,0,0,0,0,0,79,4
2026-03-18 01:08:43.249750+00:00,127.0.0.1,POST,/login,,auth_attempt,401,2.054,1,1,0,0,0,0,0,0,0,80,4
2026-03-18 01:08:43.253480+00:00,127.0.0.1,GET,/.git/config,,endpoint_scan,404,0.359,1,1,0,1,0,0,0,0,0,81,5
2026-03-18 01:08:43.256485+00:00,127.0.0.1,GET,/phpmyadmin,,endpoint_scan,404,0.214,1,1,0,1,0,0,0,0,0,82,6
2026-03-18 01:08:43.259834+00:00,127.0.0.1,GET,/etc/passwd,,endpoint_scan,404,0.19,1,1,0,1,0,0,0,0,0,83,7
2026-03-18 01:08:43.263323+00:00,127.0.0.1,GET,/etc/passwd,,endpoint_scan,404,0.187,1,1,0,1,0,0,0,0,0,84,7
2026-03-18 01:08:43.266681+00:00,127.0.0.1,GET,/phpmyadmin,,endpoint_scan,404,0.186,1,1,0,1,0,0,0,0,0,85,7
2026-03-18 01:08:43.269929+00:00,127.0.0.1,GET,/.git/config,,endpoint_scan,404,0.191,1,1,0,1,0,0,0,0,0,86,7
2026-03-18 01:08:43.273129+00:00,127.0.0.1,GET,/.git/config,,endpoint_scan,404,0.188,1,1,0,1,0,0,0,0,0,87,7
2026-03-18 01:08:43.276102+00:00,127.0.0.1,GET,/phpmyadmin,,endpoint_scan,404,0.197,1,1,0,1,0,0,0,0,0,88,7
2026-03-18 01:08:43.279638+00:00,127.0.0.1,GET,/.git/config,,endpoint_scan,404,0.218,1,1,0,1,0,0,0,0,0,89,7
2026-03-18 01:08:43.283415+00:00,127.0.0.1,GET,/wp-admin,,endpoint_scan,404,0.211,1,1,0,1,0,0,0,0,0,90,8
2026-03-18 01:08:43.286948+00:00,127.0.0.1,GET,/phpmyadmin,,endpoint_scan,404,0.206,1,1,0,1,0,0,0,0,0,91,8
2026-03-18 01:08:43.289983+00:00,127.0.0.1,GET,/phpmyadmin,,endpoint_scan,404,0.22,1,1,0,1,0,0,0,0,0,92,8
2026-03-18 01:08:43.293250+00:00,127.0.0.1,GET,/wp-admin,,endpoint_scan,404,0.235,1,1,0,1,0,0,0,0,0,93,8
2026-03-18 01:08:43.296661+00:00,127.0.0.1,GET,/wp-admin,,endpoint_scan,404,0.208,1,1,0,1,0,0,0,0,0,94,8
2026-03-18 01:08:43.299997+00:00,127.0.0.1,GET,/phpmyadmin,,endpoint_scan,404,0.208,1,1,0,1,0,0,0,0,0,95,8
2026-03-18 01:08:43.304317+00:00,127.0.0.1,GET,/admin,,privilege_violation,403,0.996,1,1,0,0,1,0,0,0,0,96,9
2026-03-18 01:08:43.308364+00:00,127.0.0.1,GET,/admin,,privilege_violation,403,0.902,1,1,0,0,1,0,0,0,0,97,9
2026-03-18 01:08:43.312072+00:00,127.0.0.1,GET,/admin,,privilege_violation,403,0.502,1,1,0,0,1,0,0,0,0,98,9
2026-03-18 01:08:43.316179+00:00,127.0.0.1,GET,/admin,,privilege_violation,403,0.557,1,1,0,0,1,0,0,0,0,99,9
2026-03-18 01:08:43.320331+00:00,127.0.0.1,GET,/admin,,privilege_violation,403,0.664,1,1,0,0,1,0,0,0,0,100,9
2026-03-18 01:08:43.324248+00:00,127.0.0.1,GET,/admin,,privilege_violation,403,0.814,1,1,0,0,1,0,0,0,0,101,9
2026-03-18 01:08:43.327788+00:00,127.0.0.1,GET,/admin,,privilege_violation,403,0.625,1,1,0,0,1,0,0,0,0,102,9
2026-03-18 01:08:43.332619+00:00,127.0.0.1,GET,/admin,,privilege_violation,403,1.584,1,1,0,0,1,0,0,0,0,103,9
2026-03-18 01:08:43.336526+00:00,127.0.0.1,GET,/admin,,privilege_violation,403,0.598,1,1,0,0,1,0,0,0,0,104,9
2026-03-18 01:08:43.340807+00:00,127.0.0.1,GET,/admin,,privilege_violation,403,0.753,1,1,0,0,1,0,0,0,0,105,9
2026-03-18 11:09:39.060295+00:00,127.0.0.1,GET,/products,limit=5,web_request,200,2.883,11,0,0,0,0,0,0,0,0,1,1
2026-03-18 11:09:39.210317+00:00,127.0.0.1,GET,/,,web_request,200,1.572,11,0,0,0,0,0,0,0,0,2,2
2026-03-18 11:09:39.360695+00:00,127.0.0.1,GET,/health,,web_request,200,2.179,11,0,0,0,0,0,0,0,0,3,3
2026-03-18 11:09:39.465983+00:00,127.0.0.1,GET,/products,limit=10,web_request,200,1.19,11,0,0,0,0,0,0,0,0,4,3
2026-03-18 11:09:39.547911+00:00,127.0.0.1,GET,/products,limit=5,web_request,200,1.218,11,0,0,0,0,0,0,0,0,5,3
2026-03-18 11:09:39.697953+00:00,127.0.0.1,GET,/health,,web_request,200,1.186,11,0,0,0,0,0,0,0,0,6,3
2026-03-18 11:09:39.847066+00:00,127.0.0.1,GET,/health,,web_request,200,1.007,11,0,0,0,0,0,0,0,0,7,3
2026-03-18 11:09:39.944918+00:00,127.0.0.1,GET,/products,limit=10,web_request,200,1.546,11,0,0,0,0,0,0,0,0,8,3
2026-03-18 11:09:40.034136+00:00,127.0.0.1,GET,/products,limit=10,web_request,200,0.894,11,0,0,0,0,0,0,0,0,9,3
2026-03-18 11:09:40.168187+00:00,127.0.0.1,GET,/,,web_request,200,0.906,11,0,0,0,0,0,0,0,0,10,3
2026-03-18 11:09:40.291366+00:00,127.0.0.1,GET,/health,,web_request,200,1.248,11,0,0,0,0,0,0,0,0,11,3
2026-03-18 11:09:40.423912+00:00,127.0.0.1,GET,/health,,web_request,200,0.82,11,0,0,0,0,0,0,0,0,12,3
2026-03-18 11:09:40.544304+00:00,127.0.0.1,GET,/health,,web_request,200,1.285,11,0,0,0,0,0,0,0,0,13,3
2026-03-18 11:09:40.581671+00:00,127.0.0.1,GET,/products,limit=5,web_request,200,1.289,11,0,0,0,0,0,0,0,0,14,3
2026-03-18 11:09:40.733228+00:00,127.0.0.1,GET,/products,limit=10,web_request,200,0.928,11,0,0,0,0,0,0,0,0,15,3
2026-03-18 11:09:40.878370+00:00,127.0.0.1,GET,/products,limit=10,web_request,200,0.939,11,0,0,0,0,0,0,0,0,16,3
2026-03-18 11:09:40.999569+00:00,127.0.0.1,GET,/health,,web_request,200,1.208,11,0,0,0,0,0,0,0,0,17,3
2026-03-18 11:09:41.122989+00:00,127.0.0.1,GET,/products,limit=5,web_request,200,1.188,11,0,0,0,0,0,0,0,0,18,3
2026-03-18 11:09:41.150530+00:00,127.0.0.1,GET,/health,,web_request,200,0.988,11,0,0,0,0,0,0,0,0,19,3
2026-03-18 11:09:41.239058+00:00,127.0.0.1,GET,/products,limit=5,web_request,200,1.288,11,0,0,0,0,0,0,0,0,20,3
2026-03-18 11:09:41.343723+00:00,127.0.0.1,GET,/products,limit=5,web_request,200,0.927,11,0,0,0,0,0,0,0,0,21,3
2026-03-18 11:09:41.444742+00:00,127.0.0.1,GET,/products,limit=10,web_request,200,1.422,11,0,0,0,0,0,0,0,0,22,3
2026-03-18 11:09:41.572798+00:00,127.0.0.1,GET,/,,web_request,200,1.181,11,0,0,0,0,0,0,0,0,23,3
2026-03-18 11:09:41.605956+00:00,127.0.0.1,GET,/products,limit=5,web_request,200,1.167,11,0,0,0,0,0,0,0,0,24,3
2026-03-18 11:09:41.691697+00:00,127.0.0.1,GET,/products,limit=5,web_request,200,0.933,11,0,0,0,0,0,0,0,0,25,3
2026-03-18 11:09:41.824451+00:00,127.0.0.1,GET,/products,limit=10,web_request,200,1.04,11,0,0,0,0,0,0,0,0,26,3
2026-03-18 11:09:41.941714+00:00,127.0.0.1,GET,/products,limit=10,web_request,200,1.217,11,0,0,0,0,0,0,0,0,27,3
2026-03-18 11:09:42.008616+00:00,127.0.0.1,GET,/,,web_request,200,0.9,11,0,0,0,0,0,0,0,0,28,3
2026-03-18 11:09:42.144461+00:00,127.0.0.1,GET,/products,limit=5,web_request,200,0.718,11,0,0,0,0,0,0,0,0,29,3
2026-03-18 11:09:42.218798+00:00,127.0.0.1,GET,/,,web_request,200,0.608,11,0,0,0,0,0,0,0,0,30,3
2026-03-18 11:09:42.302999+00:00,127.0.0.1,GET,/products,limit=10,web_request,200,0.836,11,0,0,0,0,0,0,0,0,31,3
2026-03-18 11:09:42.457640+00:00,127.0.0.1,GET,/products,limit=10,web_request,200,1.166,11,0,0,0,0,0,0,0,0,32,3
2026-03-18 11:09:42.484391+00:00,127.0.0.1,GET,/products,limit=10,web_request,200,0.947,11,0,0,0,0,0,0,0,0,33,3
2026-03-18 11:09:42.538330+00:00,127.0.0.1,GET,/,,web_request,200,0.872,11,0,0,0,0,0,0,0,0,34,3
2026-03-18 11:09:42.654866+00:00,127.0.0.1,GET,/products,limit=5,web_request,200,1.147,11,0,0,0,0,0,0,0,0,35,3
2026-03-18 11:09:42.693472+00:00,127.0.0.1,GET,/,,web_request,200,0.746,11,0,0,0,0,0,0,0,0,36,3
2026-03-18 11:09:42.754186+00:00,127.0.0.1,GET,/,,web_request,200,1.253,11,0,0,0,0,0,0,0,0,37,3
2026-03-18 11:09:42.828071+00:00,127.0.0.1,GET,/health,,web_request,200,1.182,11,0,0,0,0,0,0,0,0,38,3
2026-03-18 11:09:42.977141+00:00,127.0.0.1,GET,/products,limit=5,web_request,200,1.261,11,0,0,0,0,0,0,0,0,39,3
2026-03-18 11:09:43.048880+00:00,127.0.0.1,GET,/health,,web_request,200,1.177,11,0,0,0,0,0,0,0,0,40,3
2026-03-18 11:09:43.142606+00:00,127.0.0.1,GET,/,,web_request,200,0.908,11,0,0,0,0,0,0,0,0,41,3
2026-03-18 11:09:43.225693+00:00,127.0.0.1,GET,/products,limit=10,web_request,200,1.433,11,0,0,0,0,0,0,0,0,42,3
2026-03-18 11:09:43.300689+00:00,127.0.0.1,GET,/products,limit=10,web_request,200,0.929,11,0,0,0,0,0,0,0,0,43,3
2026-03-18 11:09:43.363963+00:00,127.0.0.1,GET,/health,,web_request,200,0.997,11,0,0,0,0,0,0,0,0,44,3
2026-03-18 11:09:43.391959+00:00,127.0.0.1,GET,/health,,web_request,200,0.771,11,0,0,0,0,0,0,0,0,45,3
2026-03-18 11:09:43.425116+00:00,127.0.0.1,GET,/health,,web_request,200,1.156,11,0,0,0,0,0,0,0,0,46,3
2026-03-18 11:09:43.463200+00:00,127.0.0.1,GET,/,,web_request,200,0.743,11,0,0,0,0,0,0,0,0,47,3
2026-03-18 11:09:43.502393+00:00,127.0.0.1,GET,/products,limit=5,web_request,200,1.265,11,0,0,0,0,0,0,0,0,48,3
2026-03-18 11:09:43.574408+00:00,127.0.0.1,GET,/health,,web_request,200,1.174,11,0,0,0,0,0,0,0,0,49,3
2026-03-18 11:09:43.624457+00:00,127.0.0.1,GET,/,,web_request,200,1.161,11,0,0,0,0,0,0,0,0,50,3
2026-03-18 11:09:43.663825+00:00,127.0.0.1,GET,/products,limit=5,web_request,200,0.964,11,0,0,0,0,0,0,0,0,51,3
2026-03-18 11:09:43.690861+00:00,127.0.0.1,GET,/products,limit=10,web_request,200,1.242,11,0,0,0,0,0,0,0,0,52,3
2026-03-18 11:09:43.725703+00:00,127.0.0.1,GET,/health,,web_request,200,1.014,11,0,0,0,0,0,0,0,0,53,3
2026-03-18 11:09:43.828267+00:00,127.0.0.1,GET,/health,,web_request,200,1.035,11,0,0,0,0,0,0,0,0,54,3
2026-03-18 11:09:43.925819+00:00,127.0.0.1,GET,/,,web_request,200,1.246,11,0,0,0,0,0,0,0,0,55,3
2026-03-18 11:09:44.050562+00:00,127.0.0.1,GET,/health,,web_request,200,1.084,11,0,0,0,0,0,0,0,0,56,3
2026-03-18 11:09:44.191845+00:00,127.0.0.1,GET,/products,limit=5,web_request,200,1.376,11,0,0,0,0,0,0,0,0,57,3
2026-03-18 11:09:44.255661+00:00,127.0.0.1,GET,/products,limit=5,web_request,200,1.174,11,0,0,0,0,0,0,0,0,58,3
2026-03-18 11:09:44.404428+00:00,127.0.0.1,GET,/products,limit=10,web_request,200,1.033,11,0,0,0,0,0,0,0,0,59,3
2026-03-18 11:09:44.462579+00:00,127.0.0.1,GET,/products,limit=5,web_request,200,0.933,11,0,0,0,0,0,0,0,0,60,3
2026-03-18 11:09:44.609034+00:00,127.0.0.1,GET,/products,limit=5,web_request,200,1.197,11,0,0,0,0,0,0,0,0,61,3
2026-03-18 11:09:44.702697+00:00,127.0.0.1,GET,/health,,web_request,200,0.955,11,0,0,0,0,0,0,0,0,62,3
2026-03-18 11:09:44.740252+00:00,127.0.0.1,GET,/,,web_request,200,0.774,11,0,0,0,0,0,0,0,0,63,3
2026-03-18 11:09:44.792604+00:00,127.0.0.1,GET,/,,web_request,200,0.88,11,0,0,0,0,0,0,0,0,64,3
2026-03-18 11:09:44.885964+00:00,127.0.0.1,GET,/products,limit=10,web_request,200,0.928,11,0,0,0,0,0,0,0,0,65,3
2026-03-18 11:09:44.999243+00:00,127.0.0.1,GET,/,,web_request,200,0.972,11,0,0,0,0,0,0,0,0,66,3
2026-03-18 11:09:45.060791+00:00,127.0.0.1,GET,/health,,web_request,200,1.185,11,0,0,0,0,0,0,0,0,67,3
2026-03-18 11:09:45.103878+00:00,127.0.0.1,GET,/health,,web_request,200,1.025,11,0,0,0,0,0,0,0,0,68,3
2026-03-18 11:09:45.152170+00:00,127.0.0.1,GET,/health,,web_request,200,0.976,11,0,0,0,0,0,0,0,0,69,3
2026-03-18 11:09:45.212491+00:00,127.0.0.1,GET,/products,limit=5,web_request,200,1.006,11,0,0,0,0,0,0,0,0,70,3
2026-03-18 11:09:45.299782+00:00,127.0.0.1,GET,/,,web_request,200,0.821,11,0,0,0,0,0,0,0,0,71,3
2026-03-18 11:09:45.349787+00:00,127.0.0.1,GET,/health,,web_request,200,1.024,11,0,0,0,0,0,0,0,0,72,3
2026-03-18 11:09:45.492842+00:00,127.0.0.1,GET,/health,,web_request,200,1.187,11,0,0,0,0,0,0,0,0,73,3
2026-03-18 11:09:45.596286+00:00,127.0.0.1,GET,/products,limit=5,web_request,200,0.859,11,0,0,0,0,0,0,0,0,74,3
2026-03-18 11:09:45.725415+00:00,127.0.0.1,GET,/products,limit=10,web_request,200,0.974,11,0,0,0,0,0,0,0,0,75,3
2026-03-18 11:09:45.816376+00:00,127.0.0.1,GET,/products,limit=5,web_request,200,1.254,11,0,0,0,0,0,0,0,0,76,3
2026-03-18 11:09:45.904076+00:00,127.0.0.1,GET,/products,limit=5,web_request,200,1.239,11,0,0,0,0,0,0,0,0,77,3
2026-03-18 11:09:45.993024+00:00,127.0.0.1,GET,/products,limit=10,web_request,200,1.203,11,0,0,0,0,0,0,0,0,78,3
2026-03-18 11:09:46.030237+00:00,127.0.0.1,GET,/products,limit=10,web_request,200,1.187,11,0,0,0,0,0,0,0,0,79,3
2026-03-18 11:09:46.128421+00:00,127.0.0.1,GET,/products,limit=10,web_request,200,0.895,11,0,0,0,0,0,0,0,0,80,3
2026-03-18 11:09:46.246426+00:00,127.0.0.1,POST,/login,,auth_failed,401,3.0,11,1,1,0,0,0,0,0,0,81,4
2026-03-18 11:09:46.248042+00:00,127.0.0.1,POST,/login,,auth_attempt,401,3.568,11,1,0,0,0,0,0,0,0,82,4
2026-03-18 11:09:46.252132+00:00,127.0.0.1,POST,/login,,auth_failed,401,3.0,11,1,1,0,0,0,0,0,0,83,4
2026-03-18 11:09:46.253583+00:00,127.0.0.1,POST,/login,,auth_attempt,401,2.311,11,1,0,0,0,0,0,0,0,84,4
2026-03-18 11:09:46.257935+00:00,127.0.0.1,POST,/login,,auth_failed,401,3.0,11,1,1,0,0,0,0,0,0,85,4
2026-03-18 11:09:46.259402+00:00,127.0.0.1,POST,/login,,auth_attempt,401,2.304,11,1,0,0,0,0,0,0,0,86,4
2026-03-18 11:09:46.263112+00:00,127.0.0.1,POST,/login,,auth_failed,401,3.0,11,1,1,0,0,0,0,0,0,87,4
2026-03-18 11:09:46.264579+00:00,127.0.0.1,POST,/login,,auth_attempt,401,2.231,11,1,0,0,0,0,0,0,0,88,4
2026-03-18 11:09:46.268653+00:00,127.0.0.1,POST,/login,,auth_failed,401,3.0,11,1,1,0,0,0,0,0,0,89,4
2026-03-18 11:09:46.269786+00:00,127.0.0.1,POST,/login,,auth_attempt,401,1.78,11,1,0,0,0,0,0,0,0,90,4
2026-03-18 11:09:46.274795+00:00,127.0.0.1,POST,/login,,auth_failed,401,3.0,11,1,1,0,0,0,0,0,0,91,4
2026-03-18 11:09:46.275791+00:00,127.0.0.1,POST,/login,,auth_attempt,401,2.135,11,1,0,0,0,0,0,0,0,92,4
