timestamp,client_ip,method,path,query,event_type,status_code,latency_ms,hour_of_day,is_error,is_auth_failed,is_scan,is_admin_path,is_sqli,is_xss,is_token_abuse,is_bot,req_per_min_ip,unique_paths_per_min_ip,anomaly_score,prediction,risk_score,severity,reason_tags
2026-03-18 01:08:43.159344+00:00,127.0.0.1,POST,/login,,auth_failed,401,3.0,1,1,1,0,0,0,0,0,0,51,4,-0.031096492847747625,anomaly,55.73,medium,auth_failed|client_error|ml_outlier|req_rate_very_high
2026-03-18 01:08:43.161077+00:00,127.0.0.1,POST,/login,,auth_attempt,401,2.331,1,1,0,0,0,0,0,0,0,52,4,-0.05315540540599306,anomaly,36.38,low,client_error|ml_outlier|req_rate_very_high
2026-03-18 01:08:43.164804+00:00,127.0.0.1,POST,/login,,auth_failed,401,3.0,1,1,1,0,0,0,0,0,0,53,4,-0.031096492847747625,anomaly,55.73,medium,auth_failed|client_error|ml_outlier|req_rate_very_high
2026-03-18 01:08:43.166177+00:00,127.0.0.1,POST,/login,,auth_attempt,401,2.066,1,1,0,0,0,0,0,0,0,54,4,-0.052733961590246126,anomaly,36.33,low,client_error|ml_outlier|req_rate_very_high
2026-03-18 01:08:43.170202+00:00,127.0.0.1,POST,/login,,auth_failed,401,3.0,1,1,1,0,0,0,0,0,0,55,4,-0.0309609542505751,anomaly,55.72,medium,auth_failed|client_error|ml_outlier|req_rate_very_high
2026-03-18 01:08:43.171288+00:00,127.0.0.1,POST,/login,,auth_attempt,401,1.734,1,1,0,0,0,0,0,0,0,56,4,-0.054000524698717745,anomaly,36.48,low,client_error|ml_outlier|req_rate_very_high
2026-03-18 01:08:43.175035+00:00,127.0.0.1,POST,/login,,auth_failed,401,3.0,1,1,1,0,0,0,0,0,0,57,4,-0.0309609542505751,anomaly,55.72,medium,auth_failed|client_error|ml_outlier|req_rate_very_high
2026-03-18 01:08:43.176198+00:00,127.0.0.1,POST,/login,,auth_attempt,401,1.845,1,1,0,0,0,0,0,0,0,58,4,-0.05385982116581789,anomaly,36.46,low,client_error|ml_outlier|req_rate_very_high
2026-03-18 01:08:43.179918+00:00,127.0.0.1,POST,/login,,auth_failed,401,3.0,1,1,1,0,0,0,0,0,0,59,4,-0.0309609542505751,anomaly,55.72,medium,auth_failed|client_error|ml_outlier|req_rate_very_high
2026-03-18 01:08:43.181208+00:00,127.0.0.1,POST,/login,,auth_attempt,401,1.968,1,1,0,0,0,0,0,0,0,60,4,-0.05354776739140865,anomaly,36.43,low,client_error|ml_outlier|req_rate_very_high
2026-03-18 01:08:43.186636+00:00,127.0.0.1,POST,/login,,auth_failed,401,3.0,1,1,1,0,0,0,0,0,0,61,4,-0.030391024938047018,anomaly,55.65,medium,auth_failed|client_error|ml_outlier|req_rate_very_high
2026-03-18 01:08:43.188337+00:00,127.0.0.1,POST,/login,,auth_attempt,401,2.539,1,1,0,0,0,0,0,0,0,62,4,-0.05231541536369566,anomaly,36.28,low,client_error|ml_outlier|req_rate_very_high
2026-03-18 01:08:43.193699+00:00,127.0.0.1,POST,/login,,auth_failed,401,3.0,1,1,1,0,0,0,0,0,0,63,4,-0.030255645426245814,anomaly,55.63,medium,auth_failed|client_error|ml_outlier|req_rate_very_high
2026-03-18 01:08:43.195814+00:00,127.0.0.1,POST,/login,,auth_attempt,401,3.716,1,1,0,0,0,0,0,0,0,64,4,-0.05199552432654042,anomaly,36.24,low,client_error|ml_outlier|req_rate_very_high
2026-03-18 01:08:43.201228+00:00,127.0.0.1,POST,/login,,auth_failed,401,3.0,1,1,1,0,0,0,0,0,0,65,4,-0.030391024938047018,anomaly,55.65,medium,auth_failed|client_error|ml_outlier|req_rate_very_high
2026-03-18 01:08:43.202997+00:00,127.0.0.1,POST,/login,,auth_attempt,401,2.654,1,1,0,0,0,0,0,0,0,66,4,-0.05141921968574792,anomaly,36.17,low,client_error|ml_outlier|req_rate_very_high
2026-03-18 01:08:43.208239+00:00,127.0.0.1,POST,/login,,auth_failed,401,3.0,1,1,1,0,0,0,0,0,0,67,4,-0.029343348433534366,anomaly,55.52,medium,auth_failed|client_error|ml_outlier|req_rate_very_high
2026-03-18 01:08:43.209716+00:00,127.0.0.1,POST,/login,,auth_attempt,401,2.2,1,1,0,0,0,0,0,0,0,68,4,-0.05144940217848515,anomaly,36.17,low,client_error|ml_outlier|req_rate_very_high
2026-03-18 01:08:43.215725+00:00,127.0.0.1,POST,/login,,auth_failed,401,3.0,1,1,1,0,0,0,0,0,0,69,4,-0.029343348433534366,anomaly,55.52,medium,auth_failed|client_error|ml_outlier|req_rate_very_high
2026-03-18 01:08:43.218363+00:00,127.0.0.1,POST,/login,,auth_attempt,401,4.352,1,1,0,0,0,0,0,0,0,70,4,-0.050381123506953895,anomaly,36.05,low,client_error|ml_outlier|req_rate_very_high
2026-03-18 01:08:43.223663+00:00,127.0.0.1,POST,/login,,auth_failed,401,3.0,1,1,1,0,0,0,0,0,0,71,4,-0.029208205176286306,anomaly,55.5,medium,auth_failed|client_error|ml_outlier|req_rate_very_high
2026-03-18 01:08:43.225078+00:00,127.0.0.1,POST,/login,,auth_attempt,401,2.932,1,1,0,0,0,0,0,0,0,72,4,-0.050582517835957796,anomaly,36.07,low,client_error|ml_outlier|req_rate_very_high
2026-03-18 01:08:43.229807+00:00,127.0.0.1,POST,/login,,auth_failed,401,3.0,1,1,1,0,0,0,0,0,0,73,4,-0.028938010080686416,anomaly,55.47,medium,auth_failed|client_error|ml_outlier|req_rate_very_high
2026-03-18 01:08:43.231512+00:00,127.0.0.1,POST,/login,,auth_attempt,401,2.707,1,1,0,0,0,0,0,0,0,74,4,-0.05031941826666564,anomaly,36.04,low,client_error|ml_outlier|req_rate_very_high
2026-03-18 01:08:43.236625+00:00,127.0.0.1,POST,/login,,auth_failed,401,3.0,1,1,1,0,0,0,0,0,0,75,4,-0.028938010080686416,anomaly,55.47,medium,auth_failed|client_error|ml_outlier|req_rate_very_high
2026-03-18 01:08:43.237985+00:00,127.0.0.1,POST,/login,,auth_attempt,401,2.069,1,1,0,0,0,0,0,0,0,76,4,-0.050889078761327755,anomaly,36.11,low,client_error|ml_outlier|req_rate_very_high
2026-03-18 01:08:43.242568+00:00,127.0.0.1,POST,/login,,auth_failed,401,3.0,1,1,1,0,0,0,0,0,0,77,4,-0.028938010080686416,anomaly,55.47,medium,auth_failed|client_error|ml_outlier|req_rate_very_high
2026-03-18 01:08:43.243956+00:00,127.0.0.1,POST,/login,,auth_attempt,401,2.175,1,1,0,0,0,0,0,0,0,78,4,-0.051029112230785656,anomaly,36.12,low,client_error|ml_outlier|req_rate_very_high
2026-03-18 01:08:43.248479+00:00,127.0.0.1,POST,/login,,auth_failed,401,3.0,1,1,1,0,0,0,0,0,0,79,4,-0.029073092394294342,anomaly,55.49,medium,auth_failed|client_error|ml_outlier|req_rate_very_high
2026-03-18 01:08:43.249750+00:00,127.0.0.1,POST,/login,,auth_attempt,401,2.054,1,1,0,0,0,0,0,0,0,80,4,-0.050889078761327755,anomaly,36.11,low,client_error|ml_outlier|req_rate_very_high
2026-03-18 01:08:43.253480+00:00,127.0.0.1,GET,/.git/config,,endpoint_scan,404,0.359,1,1,0,1,0,0,0,0,0,81,5,-0.06350127737600397,anomaly,62.62,high,client_error|endpoint_scan|ml_outlier|req_rate_very_high
2026-03-18 01:08:43.256485+00:00,127.0.0.1,GET,/phpmyadmin,,endpoint_scan,404,0.214,1,1,0,1,0,0,0,0,0,82,6,-0.056161347953729734,anomaly,61.74,high,client_error|endpoint_scan|ml_outlier|req_rate_very_high
2026-03-18 01:08:43.259834+00:00,127.0.0.1,GET,/etc/passwd,,endpoint_scan,404,0.19,1,1,0,1,0,0,0,0,0,83,7,-0.05126038296079338,anomaly,61.15,high,client_error|endpoint_scan|ml_outlier|req_rate_very_high
2026-03-18 01:08:43.263323+00:00,127.0.0.1,GET,/etc/passwd,,endpoint_scan,404,0.187,1,1,0,1,0,0,0,0,0,84,7,-0.05126038296079338,anomaly,61.15,high,client_error|endpoint_scan|ml_outlier|req_rate_very_high
2026-03-18 01:08:43.266681+00:00,127.0.0.1,GET,/phpmyadmin,,endpoint_scan,404,0.186,1,1,0,1,0,0,0,0,0,85,7,-0.05126038296079338,anomaly,61.15,high,client_error|endpoint_scan|ml_outlier|req_rate_very_high
2026-03-18 01:08:43.269929+00:00,127.0.0.1,GET,/.git/config,,endpoint_scan,404,0.191,1,1,0,1,0,0,0,0,0,86,7,-0.05126038296079338,anomaly,61.15,high,client_error|endpoint_scan|ml_outlier|req_rate_very_high
2026-03-18 01:08:43.273129+00:00,127.0.0.1,GET,/.git/config,,endpoint_scan,404,0.188,1,1,0,1,0,0,0,0,0,87,7,-0.05126038296079338,anomaly,61.15,high,client_error|endpoint_scan|ml_outlier|req_rate_very_high
2026-03-18 01:08:43.276102+00:00,127.0.0.1,GET,/phpmyadmin,,endpoint_scan,404,0.197,1,1,0,1,0,0,0,0,0,88,7,-0.05112029733901291,anomaly,61.13,high,client_error|endpoint_scan|ml_outlier|req_rate_very_high
2026-03-18 01:08:43.279638+00:00,127.0.0.1,GET,/.git/config,,endpoint_scan,404,0.218,1,1,0,1,0,0,0,0,0,89,7,-0.05112029733901291,anomaly,61.13,high,client_error|endpoint_scan|ml_outlier|req_rate_very_high
2026-03-18 01:08:43.283415+00:00,127.0.0.1,GET,/wp-admin,,endpoint_scan,404,0.211,1,1,0,1,0,0,0,0,0,90,8,-0.039648757650271094,anomaly,67.76,high,client_error|endpoint_scan|ml_outlier|path_variance_high|req_rate_very_high
2026-03-18 01:08:43.286948+00:00,127.0.0.1,GET,/phpmyadmin,,endpoint_scan,404,0.206,1,1,0,1,0,0,0,0,0,91,8,-0.038695179385421996,anomaly,67.64,high,client_error|endpoint_scan|ml_outlier|path_variance_high|req_rate_very_high
2026-03-18 01:08:43.289983+00:00,127.0.0.1,GET,/phpmyadmin,,endpoint_scan,404,0.22,1,1,0,1,0,0,0,0,0,92,8,-0.038832462469597706,anomaly,67.66,high,client_error|endpoint_scan|ml_outlier|path_variance_high|req_rate_very_high
2026-03-18 01:08:43.293250+00:00,127.0.0.1,GET,/wp-admin,,endpoint_scan,404,0.235,1,1,0,1,0,0,0,0,0,93,8,-0.03878756474127376,anomaly,67.65,high,client_error|endpoint_scan|ml_outlier|path_variance_high|req_rate_very_high
2026-03-18 01:08:43.296661+00:00,127.0.0.1,GET,/wp-admin,,endpoint_scan,404,0.208,1,1,0,1,0,0,0,0,0,94,8,-0.038650291781685886,anomaly,67.64,high,client_error|endpoint_scan|ml_outlier|path_variance_high|req_rate_very_high
2026-03-18 01:08:43.299997+00:00,127.0.0.1,GET,/phpmyadmin,,endpoint_scan,404,0.208,1,1,0,1,0,0,0,0,0,95,8,-0.038650291781685886,anomaly,67.64,high,client_error|endpoint_scan|ml_outlier|path_variance_high|req_rate_very_high
2026-03-18 01:08:43.304317+00:00,127.0.0.1,GET,/admin,,privilege_violation,403,0.996,1,1,0,0,1,0,0,0,0,96,9,-0.0504938411092104,anomaly,64.06,high,admin_probe|client_error|ml_outlier|path_variance_high|req_rate_very_high
2026-03-18 01:08:43.308364+00:00,127.0.0.1,GET,/admin,,privilege_violation,403,0.902,1,1,0,0,1,0,0,0,0,97,9,-0.04990538606495498,anomaly,63.99,high,admin_probe|client_error|ml_outlier|path_variance_high|req_rate_very_high
2026-03-18 01:08:43.312072+00:00,127.0.0.1,GET,/admin,,privilege_violation,403,0.502,1,1,0,0,1,0,0,0,0,98,9,-0.05004519765838855,anomaly,64.01,high,admin_probe|client_error|ml_outlier|path_variance_high|req_rate_very_high
2026-03-18 01:08:43.316179+00:00,127.0.0.1,GET,/admin,,privilege_violation,403,0.557,1,1,0,0,1,0,0,0,0,99,9,-0.04990538606495498,anomaly,63.99,high,admin_probe|client_error|ml_outlier|path_variance_high|req_rate_very_high
2026-03-18 01:08:43.320331+00:00,127.0.0.1,GET,/admin,,privilege_violation,403,0.664,1,1,0,0,1,0,0,0,0,100,9,-0.04990538606495498,anomaly,63.99,high,admin_probe|client_error|ml_outlier|path_variance_high|req_rate_very_high
2026-03-18 01:08:43.324248+00:00,127.0.0.1,GET,/admin,,privilege_violation,403,0.814,1,1,0,0,1,0,0,0,0,101,9,-0.04962585745492276,anomaly,63.96,high,admin_probe|client_error|ml_outlier|path_variance_high|req_rate_very_high
2026-03-18 01:08:43.327788+00:00,127.0.0.1,GET,/admin,,privilege_violation,403,0.625,1,1,0,0,1,0,0,0,0,102,9,-0.04990538606495498,anomaly,63.99,high,admin_probe|client_error|ml_outlier|path_variance_high|req_rate_very_high
2026-03-18 01:08:43.332619+00:00,127.0.0.1,GET,/admin,,privilege_violation,403,1.584,1,1,0,0,1,0,0,0,0,103,9,-0.04943395324774846,anomaly,63.93,high,admin_probe|client_error|ml_outlier|path_variance_high|req_rate_very_high
2026-03-18 01:08:43.336526+00:00,127.0.0.1,GET,/admin,,privilege_violation,403,0.598,1,1,0,0,1,0,0,0,0,104,9,-0.04990538606495498,anomaly,63.99,high,admin_probe|client_error|ml_outlier|path_variance_high|req_rate_very_high
2026-03-18 01:08:43.340807+00:00,127.0.0.1,GET,/admin,,privilege_violation,403,0.753,1,1,0,0,1,0,0,0,0,105,9,-0.04962585745492276,anomaly,63.96,high,admin_probe|client_error|ml_outlier|path_variance_high|req_rate_very_high
2026-03-18 11:09:39.060295+00:00,127.0.0.1,GET,/products,limit=5,web_request,200,2.883,11,0,0,0,0,0,0,0,0,1,1,-0.006866208808767094,anomaly,0.82,low,ml_outlier
2026-03-18 11:09:39.210317+00:00,127.0.0.1,GET,/,,web_request,200,1.572,11,0,0,0,0,0,0,0,0,2,2,0.021575147948167617,normal,0.0,low,baseline
2026-03-18 11:09:39.360695+00:00,127.0.0.1,GET,/health,,web_request,200,2.179,11,0,0,0,0,0,0,0,0,3,3,0.07620664135472177,normal,0.0,low,baseline
2026-03-18 11:09:39.465983+00:00,127.0.0.1,GET,/products,limit=10,web_request,200,1.19,11,0,0,0,0,0,0,0,0,4,3,0.07828029558334143,normal,0.0,low,baseline
2026-03-18 11:09:39.547911+00:00,127.0.0.1,GET,/products,limit=5,web_request,200,1.218,11,0,0,0,0,0,0,0,0,5,3,0.07758884685525208,normal,0.0,low,baseline
2026-03-18 11:09:39.697953+00:00,127.0.0.1,GET,/health,,web_request,200,1.186,11,0,0,0,0,0,0,0,0,6,3,0.07950102728604991,normal,0.0,low,baseline
2026-03-18 11:09:39.847066+00:00,127.0.0.1,GET,/health,,web_request,200,1.007,11,0,0,0,0,0,0,0,0,7,3,0.07961973770521186,normal,0.0,low,baseline
2026-03-18 11:09:39.944918+00:00,127.0.0.1,GET,/products,limit=10,web_request,200,1.546,11,0,0,0,0,0,0,0,0,8,3,0.08045439561954282,normal,0.0,low,baseline
2026-03-18 11:09:40.034136+00:00,127.0.0.1,GET,/products,limit=10,web_request,200,0.894,11,0,0,0,0,0,0,0,0,9,3,0.08098987469814378,normal,0.0,low,baseline
2026-03-18 11:09:40.168187+00:00,127.0.0.1,GET,/,,web_request,200,0.906,11,0,0,0,0,0,0,0,0,10,3,0.08239364919007258,normal,0.0,low,baseline
2026-03-18 11:09:40.291366+00:00,127.0.0.1,GET,/health,,web_request,200,1.248,11,0,0,0,0,0,0,0,0,11,3,0.0835661980773954,normal,0.0,low,baseline
2026-03-18 11:09:40.423912+00:00,127.0.0.1,GET,/health,,web_request,200,0.82,11,0,0,0,0,0,0,0,0,12,3,0.08413560414580351,normal,0.0,low,baseline
2026-03-18 11:09:40.544304+00:00,127.0.0.1,GET,/health,,web_request,200,1.285,11,0,0,0,0,0,0,0,0,13,3,0.08486323921218814,normal,0.0,low,baseline
2026-03-18 11:09:40.581671+00:00,127.0.0.1,GET,/products,limit=5,web_request,200,1.289,11,0,0,0,0,0,0,0,0,14,3,0.08475382524891695,normal,0.0,low,baseline
2026-03-18 11:09:40.733228+00:00,127.0.0.1,GET,/products,limit=10,web_request,200,0.928,11,0,0,0,0,0,0,0,0,15,3,0.08472592412653207,normal,0.0,low,baseline
2026-03-18 11:09:40.878370+00:00,127.0.0.1,GET,/products,limit=10,web_request,200,0.939,11,0,0,0,0,0,0,0,0,16,3,0.08567929835090371,normal,0.0,low,baseline
2026-03-18 11:09:40.999569+00:00,127.0.0.1,GET,/health,,web_request,200,1.208,11,0,0,0,0,0,0,0,0,17,3,0.08704788991956869,normal,0.0,low,baseline
2026-03-18 11:09:41.122989+00:00,127.0.0.1,GET,/products,limit=5,web_request,200,1.188,11,0,0,0,0,0,0,0,0,18,3,0.08755449050468667,normal,0.0,low,baseline
2026-03-18 11:09:41.150530+00:00,127.0.0.1,GET,/health,,web_request,200,0.988,11,0,0,0,0,0,0,0,0,19,3,0.08867035456651196,normal,0.0,low,baseline
2026-03-18 11:09:41.239058+00:00,127.0.0.1,GET,/products,limit=5,web_request,200,1.288,11,0,0,0,0,0,0,0,0,20,3,0.09026815504300822,normal,10.0,low,req_rate_high
2026-03-18 11:09:41.343723+00:00,127.0.0.1,GET,/products,limit=5,web_request,200,0.927,11,0,0,0,0,0,0,0,0,21,3,0.08993035206837419,normal,10.0,low,req_rate_high
