TimeCreated,EventID,hour_of_day,event_frequency,inter_event_gap_seconds,message_length
2023-09-27 04:43:58.356934300+05:30,4689,4,16,0.0123063,232
2023-09-27 04:43:58.358503600+05:30,4689,4,16,0.0015693,231
2023-09-27 04:43:58.361602500+05:30,4688,4,16,0.0030989,1601
2023-09-27 04:43:58.372506900+05:30,4688,4,16,0.0109044,1602
2023-09-27 04:43:58.384086600+05:30,4689,4,16,0.0115797,232
2023-09-27 04:43:58.385684700+05:30,4689,4,16,0.0015981,231
2023-09-27 04:43:58.388148100+05:30,4689,4,16,0.0024634,231
2023-09-27 04:43:58.389687400+05:30,4689,4,16,0.0015393,235
2023-09-27 04:44:58.134816500+05:30,4689,4,1,59.7451291,235
2023-09-27 04:45:58.051335200+05:30,4688,4,4,59.9165187,1609
2023-09-27 04:45:58.113493100+05:30,4688,4,4,0.0621579,1672
2023-09-27 04:45:58.730932500+05:30,4688,4,4,0.6174394,1672
2023-09-27 04:45:59.169778+05:30,4688,4,4,0.4388455,1667
2023-09-27 04:46:00.514527600+05:30,4689,4,25,1.3447496,291
2023-09-27 04:46:00.626791300+05:30,4688,4,26,0.1122637,1667
2023-09-27 04:46:00.777046500+05:30,4688,4,26,0.1502552,1672
2023-09-27 04:46:01.330664600+05:30,4688,4,26,0.5536181,1616
2023-09-27 04:46:01.527158400+05:30,4688,4,26,0.1964938,1608
2023-09-27 04:46:01.851840+05:30,4689,4,25,0.3246816,291
2023-09-27 04:46:02.018871400+05:30,4688,4,26,0.1670314,1609
2023-09-27 04:46:02.167729800+05:30,5379,4,23,0.1488584,288
2023-09-27 04:46:02.168198700+05:30,5379,4,23,0.0004689,288
2023-09-27 04:46:02.168368+05:30,5379,4,23,0.0001693,288
2023-09-27 04:46:02.170802600+05:30,5379,4,23,0.0024346,333
2023-09-27 04:46:02.171226100+05:30,5379,4,23,0.0004235,333
2023-09-27 04:46:02.171398300+05:30,5379,4,23,0.0001722,333
2023-09-27 04:46:02.173437900+05:30,5379,4,23,0.0020396,333
2023-09-27 04:46:02.173629500+05:30,5379,4,23,0.0001916,333
2023-09-27 04:46:02.174121700+05:30,5379,4,23,0.0004922,333
2023-09-27 04:46:02.227261800+05:30,5379,4,23,0.0531401,332
2023-09-27 04:46:02.227684200+05:30,5379,4,23,0.0004224,332
2023-09-27 04:46:02.227854+05:30,5379,4,23,0.0001698,332
2023-09-27 04:46:02.346376900+05:30,5379,4,23,0.1185229,333
2023-09-27 04:46:02.365956600+05:30,5379,4,23,0.0195797,333
2023-09-27 04:46:02.375603700+05:30,5379,4,23,0.0096471,333
2023-09-27 04:46:02.375779700+05:30,5379,4,23,0.000176,333
2023-09-27 04:46:02.902199500+05:30,4702,4,7,0.5264198,1909
2023-09-27 04:46:02.932107+05:30,4702,4,7,0.0299075,1908
2023-09-27 04:46:02.940608800+05:30,5379,4,23,0.0085018,333
2023-09-27 04:46:02.940970400+05:30,5379,4,23,0.0003616,333
2023-09-27 04:46:02.941544300+05:30,5379,4,23,0.0005739,333
2023-09-27 04:46:02.955200600+05:30,4702,4,7,0.0136563,2068
2023-09-27 04:46:02.973523400+05:30,4702,4,7,0.0183228,2067
2023-09-27 04:46:02.992221400+05:30,5379,4,23,0.018698,333
2023-09-27 04:46:02.994604100+05:30,4702,4,7,0.0023827,1944
2023-09-27 04:46:02.996583900+05:30,5379,4,23,0.0019798,333
2023-09-27 04:46:03.001347200+05:30,5379,4,23,0.0047633,333
2023-09-27 04:46:03.001525800+05:30,5379,4,23,0.0001786,333
2023-09-27 04:46:03.010691300+05:30,4702,4,7,0.0091655,1943
2023-09-27 04:46:03.770430+05:30,4689,4,25,0.7597387,291
2023-09-27 04:46:05.831258+05:30,4799,4,2,2.060828,396
2023-09-27 04:46:06.051840500+05:30,4799,4,2,0.2205825,390
2023-09-27 04:46:06.056519100+05:30,4798,4,7,0.0046786,405
2023-09-27 04:46:06.545758500+05:30,4798,4,7,0.4892394,376
2023-09-27 04:46:06.546191300+05:30,4798,4,7,0.0004328,367
2023-09-27 04:46:06.546611300+05:30,4798,4,7,0.00042,369
2023-09-27 04:46:06.547023100+05:30,4798,4,7,0.0004118,380
2023-09-27 04:46:06.553952900+05:30,4798,4,7,0.0069298,405
2023-09-27 04:46:06.559485500+05:30,4798,4,7,0.0055326,330
2023-09-27 04:46:09.801715100+05:30,4688,4,26,3.2422296,1616
2023-09-27 04:46:30.793500900+05:30,4688,4,26,20.9917858,1644
2023-09-27 04:46:30.838791400+05:30,4688,4,26,0.0452905,1672
2023-09-27 04:46:31.569495100+05:30,4689,4,25,0.7307037,271
2023-09-27 04:46:31.706561300+05:30,4689,4,25,0.1370662,291
2023-09-27 04:46:41.098287800+05:30,4702,4,7,9.3917265,2723
2023-09-27 04:46:41.109486700+05:30,4689,4,25,0.0111989,234
2023-09-27 04:46:41.584097100+05:30,4688,4,26,0.4746104,1655
2023-09-27 04:46:41.634111300+05:30,4688,4,26,0.0500142,1654
2023-09-27 04:46:43.790765800+05:30,4689,4,25,2.1566545,286
2023-09-27 04:46:43.842722700+05:30,4689,4,25,0.0519569,275
2023-09-27 04:46:43.857905600+05:30,4689,4,25,0.0151829,276
2023-09-27 04:46:45.645463100+05:30,4688,4,26,1.7875575,1600
2023-09-27 04:46:45.685494800+05:30,4689,4,25,0.0400317,230
2023-09-27 04:46:45.685905600+05:30,4688,4,26,0.0004108,1605
2023-09-27 04:46:45.711056700+05:30,4688,4,26,0.0251511,1604
2023-09-27 04:46:45.807417700+05:30,4688,4,26,0.096361,1602
2023-09-27 04:46:48.923437400+05:30,4689,4,25,3.1160197,232
2023-09-27 04:46:48.926643400+05:30,4688,4,26,0.003206,1602
2023-09-27 04:46:51.989286200+05:30,4689,4,25,3.0626428,232
2023-09-27 04:46:51.992586600+05:30,4688,4,26,0.0033004,1601
2023-09-27 04:46:52.013763400+05:30,4688,4,26,0.0211768,1602
2023-09-27 04:46:52.038356700+05:30,4689,4,25,0.0245933,232
2023-09-27 04:46:52.039966400+05:30,4689,4,25,0.0016097,231
2023-09-27 04:46:52.043008600+05:30,4688,4,26,0.0030422,1602
2023-09-27 04:46:55.108159700+05:30,4689,4,25,3.0651511,232
2023-09-27 04:46:55.111387400+05:30,4688,4,26,0.0032277,1601
2023-09-27 04:46:55.122694300+05:30,4688,4,26,0.0113069,1602
2023-09-27 04:46:55.133941100+05:30,4689,4,25,0.0112468,232
2023-09-27 04:46:55.135482900+05:30,4689,4,25,0.0015418,231
2023-09-27 04:46:55.138197+05:30,4688,4,26,0.0027141,1601
2023-09-27 04:46:55.149565800+05:30,4688,4,26,0.0113688,1602
2023-09-27 04:46:55.161907600+05:30,4689,4,25,0.0123418,232
2023-09-27 04:46:55.163462700+05:30,4689,4,25,0.0015551,231
2023-09-27 04:46:55.166200800+05:30,4688,4,26,0.0027381,1601
2023-09-27 04:46:55.176968500+05:30,4688,4,26,0.0107677,1602
2023-09-27 04:46:55.188051400+05:30,4689,4,25,0.0110829,232
2023-09-27 04:46:55.189625100+05:30,4689,4,25,0.0015737,231
2023-09-27 04:46:55.192565500+05:30,4688,4,26,0.0029404,1601
2023-09-27 04:46:55.203712200+05:30,4688,4,26,0.0111467,1602
2023-09-27 04:46:55.216300800+05:30,4689,4,25,0.0125886,232
2023-09-27 04:46:55.217931700+05:30,4689,4,25,0.0016309,231
2023-09-27 04:46:55.220352300+05:30,4689,4,25,0.0024206,231
2023-09-27 04:46:55.221517200+05:30,4689,4,25,0.0011649,235
2023-09-27 04:47:04.821973900+05:30,4689,4,3,9.6004567,243
2023-09-27 04:47:12.133923700+05:30,4689,4,3,7.3119498,286
2023-09-27 04:47:33.577534500+05:30,4688,4,2,21.4436108,1672
2023-09-27 04:47:34.130587300+05:30,4688,4,2,0.5530528,1666
2023-09-27 04:47:36.433169200+05:30,4689,4,3,2.3025819,291
2023-09-27 04:48:01.826696+05:30,4688,4,9,25.3935268,1705
2023-09-27 04:48:01.847579900+05:30,4688,4,9,0.0208839,1663
2023-09-27 04:48:01.883230+05:30,4689,4,8,0.0356501,289
2023-09-27 04:48:01.884737+05:30,4689,4,8,0.001507,235
2023-09-27 04:48:03.845991600+05:30,4688,4,9,1.9612546,1700
2023-09-27 04:48:03.890359600+05:30,4688,4,9,0.044368,1658
2023-09-27 04:48:16.457368400+05:30,4689,4,8,12.5670088,285
2023-09-27 04:48:20.843585900+05:30,4688,4,9,4.3862175,1654
2023-09-27 04:48:20.867082700+05:30,4688,4,9,0.0234968,1605
2023-09-27 04:48:21.316211+05:30,4689,4,8,0.4491283,231
2023-09-27 04:48:21.318612400+05:30,4689,4,8,0.0024014,235
2023-09-27 04:48:30.665470600+05:30,4688,4,9,9.3468582,1697
2023-09-27 04:48:36.982883400+05:30,4689,4,8,6.3174128,316
2023-09-27 04:48:52.208130600+05:30,4689,4,8,15.2252472,284
2023-09-27 04:48:52.209784300+05:30,4689,4,8,0.0016537,235
2023-09-27 04:48:57.993888200+05:30,4688,4,9,5.7841039,1672
2023-09-27 04:48:58.214087300+05:30,4688,4,9,0.2201991,1667
2023-09-27 04:49:00.512780500+05:30,4689,4,18,2.2986932,291
2023-09-27 04:49:23.627089+05:30,4662,4,9,23.1143085,527
2023-09-27 04:49:23.627443200+05:30,4662,4,9,0.0003542,542
2023-09-27 04:49:23.628467200+05:30,4662,4,9,0.001024,565
2023-09-27 04:49:23.629807400+05:30,4662,4,9,0.0013402,564
2023-09-27 04:49:23.630697700+05:30,4662,4,9,0.0008903,580
2023-09-27 04:49:23.633747900+05:30,4688,4,17,0.0030502,1622
2023-09-27 04:49:23.740167900+05:30,4662,4,9,0.10642,564
2023-09-27 04:49:23.740910800+05:30,4662,4,9,0.0007429,580
2023-09-27 04:49:23.818568300+05:30,4662,4,9,0.0776575,533
2023-09-27 04:49:23.819240+05:30,4662,4,9,0.0006717,540
2023-09-27 04:49:40.538665600+05:30,4689,4,18,16.7194256,286
2023-09-27 04:49:42.629083800+05:30,4688,4,17,2.0904182,1600
2023-09-27 04:49:42.643034800+05:30,4688,4,17,0.013951,1605
2023-09-27 04:49:42.648732700+05:30,4689,4,18,0.0056979,230
2023-09-27 04:49:42.677097500+05:30,4688,4,17,0.0283648,1604
2023-09-27 04:49:42.727223100+05:30,4688,4,17,0.0501256,1602
2023-09-27 04:49:46.140464500+05:30,4689,4,18,3.4132414,232
2023-09-27 04:49:46.143846600+05:30,4688,4,17,0.0033821,1602
2023-09-27 04:49:49.219012+05:30,4689,4,18,3.0751654,232
2023-09-27 04:49:49.222277100+05:30,4688,4,17,0.0032651,1601
2023-09-27 04:49:49.246437800+05:30,4688,4,17,0.0241607,1602
2023-09-27 04:49:49.276193+05:30,4689,4,18,0.0297552,232
2023-09-27 04:49:49.278268500+05:30,4689,4,18,0.0020755,231
2023-09-27 04:49:49.282720200+05:30,4688,4,17,0.0044517,1602
2023-09-27 04:49:52.357856600+05:30,4689,4,18,3.0751364,232
2023-09-27 04:49:52.360987600+05:30,4688,4,17,0.003131,1601
2023-09-27 04:49:52.372673700+05:30,4688,4,17,0.0116861,1602
2023-09-27 04:49:52.384954600+05:30,4689,4,18,0.0122809,232
2023-09-27 04:49:52.386581200+05:30,4689,4,18,0.0016266,231
2023-09-27 04:49:52.389473100+05:30,4688,4,17,0.0028919,1600
2023-09-27 04:49:52.401371600+05:30,4688,4,17,0.0118985,1601
2023-09-27 04:49:52.412913200+05:30,4689,4,18,0.0115416,232
2023-09-27 04:49:52.414791600+05:30,4689,4,18,0.0018784,230
2023-09-27 04:49:52.417661+05:30,4688,4,17,0.0028694,1601
2023-09-27 04:49:52.428554800+05:30,4688,4,17,0.0108938,1602
2023-09-27 04:49:52.440708500+05:30,4689,4,18,0.0121537,232
2023-09-27 04:49:52.442627+05:30,4689,4,18,0.0019185,231
2023-09-27 04:49:52.445510500+05:30,4688,4,17,0.0028835,1601
2023-09-27 04:49:52.458699600+05:30,4688,4,17,0.0131891,1602
2023-09-27 04:49:52.471569500+05:30,4689,4,18,0.0128699,232
2023-09-27 04:49:52.473385100+05:30,4689,4,18,0.0018156,231
2023-09-27 04:49:52.475667900+05:30,4689,4,18,0.0022828,231
2023-09-27 04:49:52.476798400+05:30,4689,4,18,0.0011305,235
2023-09-27 04:50:00.668051700+05:30,4689,4,3,8.1912533,235
2023-09-27 04:50:39.523254500+05:30,4689,4,3,38.8552028,234
2023-09-27 04:50:53.659405900+05:30,4689,4,3,14.1361514,241
2023-09-27 04:51:23.673521900+05:30,4689,4,3,30.014116,241
2023-09-27 04:51:24.156954400+05:30,4688,4,3,0.4834325,1621
2023-09-27 04:51:47.190119100+05:30,4688,4,3,23.0331647,1655
2023-09-27 04:51:47.227290800+05:30,4688,4,3,0.0371717,1654
2023-09-27 04:51:48.325564900+05:30,4689,4,3,1.0982741,275
2023-09-27 04:51:48.386444600+05:30,4689,4,3,0.0608797,276
2023-09-27 04:52:39.327459200+05:30,4688,4,18,50.9410146,1600
2023-09-27 04:52:39.341478300+05:30,4688,4,18,0.0140191,1605
2023-09-27 04:52:39.350266100+05:30,4689,4,18,0.0087878,230
2023-09-27 04:52:39.378088100+05:30,4688,4,18,0.027822,1604
2023-09-27 04:52:39.393519+05:30,4688,4,18,0.0154309,1602
2023-09-27 04:52:42.466082700+05:30,4689,4,18,3.0725637,232
2023-09-27 04:52:42.469206+05:30,4688,4,18,0.0031233,1602
2023-09-27 04:52:45.543656100+05:30,4689,4,18,3.0744501,232
2023-09-27 04:52:45.547242+05:30,4688,4,18,0.0035859,1601
2023-09-27 04:52:45.559547400+05:30,4688,4,18,0.0123054,1602
2023-09-27 04:52:45.571372900+05:30,4689,4,18,0.0118255,232
2023-09-27 04:52:45.572928600+05:30,4689,4,18,0.0015557,231
2023-09-27 04:52:45.575669600+05:30,4688,4,18,0.002741,1602
2023-09-27 04:52:48.633391500+05:30,4689,4,18,3.0577219,232
2023-09-27 04:52:48.639386+05:30,4688,4,18,0.0059945,1601
2023-09-27 04:52:48.651967400+05:30,4688,4,18,0.0125814,1602
2023-09-27 04:52:48.665303300+05:30,4689,4,18,0.0133359,232
2023-09-27 04:52:48.667048700+05:30,4689,4,18,0.0017454,231
2023-09-27 04:52:48.669991+05:30,4688,4,18,0.0029423,1601
2023-09-27 04:52:48.679849100+05:30,4688,4,18,0.0098581,1602
2023-09-27 04:52:48.691721600+05:30,4689,4,18,0.0118725,232
2023-09-27 04:52:48.693284400+05:30,4689,4,18,0.0015628,231
2023-09-27 04:52:48.695856500+05:30,4688,4,18,0.0025721,1601
2023-09-27 04:52:48.706255900+05:30,4688,4,18,0.0103994,1602
2023-09-27 04:52:48.717366800+05:30,4689,4,18,0.0111109,232
2023-09-27 04:52:48.719003700+05:30,4689,4,18,0.0016369,231
2023-09-27 04:52:48.721914200+05:30,4688,4,18,0.0029105,1601
2023-09-27 04:52:48.732354900+05:30,4688,4,18,0.0104407,1602
2023-09-27 04:52:48.743710600+05:30,4689,4,18,0.0113557,232
2023-09-27 04:52:48.745176200+05:30,4689,4,18,0.0014656,231
2023-09-27 04:52:48.747416100+05:30,4689,4,18,0.0022399,231
2023-09-27 04:52:48.748591+05:30,4689,4,18,0.0011749,235
2023-09-27 04:52:56.262255700+05:30,4688,4,18,7.5136647,1706
2023-09-27 04:52:56.277900900+05:30,4688,4,18,0.0156452,1651
2023-09-27 04:52:56.314066600+05:30,4689,4,18,0.0361657,278
2023-09-27 04:52:56.315052600+05:30,4689,4,18,0.000986,234
2023-09-27 04:53:07.547304700+05:30,4662,4,1,11.2322521,471
2023-09-27 04:53:58.130675400+05:30,4688,4,4,50.5833707,1671
2023-09-27 04:53:58.732618800+05:30,4688,4,4,0.6019434,1671
2023-09-27 04:53:59.203368200+05:30,4688,4,4,0.4707494,1666
2023-09-27 04:53:59.856342200+05:30,4689,4,1,0.652974,290
2023-09-27 04:53:59.888171900+05:30,4688,4,4,0.0318297,1666
2023-09-27 04:54:02.249747800+05:30,4689,4,3,2.3615759,290
2023-09-27 04:54:42.252592+05:30,4689,4,3,40.0028442,285
2023-09-27 04:54:42.253991400+05:30,4689,4,3,0.0013994,285
2023-09-27 04:55:36.085820900+05:30,4688,4,17,53.8318295,1600
2023-09-27 04:55:36.102806700+05:30,4688,4,17,0.0169858,1605
2023-09-27 04:55:36.107402600+05:30,4689,4,16,0.0045959,230
2023-09-27 04:55:36.135224400+05:30,4688,4,17,0.0278218,1604
2023-09-27 04:55:36.161064100+05:30,4688,4,17,0.0258397,1602
2023-09-27 04:55:39.255138400+05:30,4689,4,16,3.0940743,232
2023-09-27 04:55:39.258630800+05:30,4688,4,17,0.0034924,1602
2023-09-27 04:55:39.590391200+05:30,4688,4,17,0.3317604,1609
2023-09-27 04:55:42.328624300+05:30,4689,4,16,2.7382331,232
2023-09-27 04:55:42.331705+05:30,4688,4,17,0.0030807,1601
2023-09-27 04:55:42.348526900+05:30,4688,4,17,0.0168219,1602
2023-09-27 04:55:42.366720200+05:30,4689,4,16,0.0181933,232
2023-09-27 04:55:42.368371+05:30,4689,4,16,0.0016508,231
2023-09-27 04:55:42.371079800+05:30,4688,4,17,0.0027088,1602
2023-09-27 04:55:45.442680700+05:30,4689,4,16,3.0716009,232
2023-09-27 04:55:45.445966600+05:30,4688,4,17,0.0032859,1601
2023-09-27 04:55:45.457287+05:30,4688,4,17,0.0113204,1602
2023-09-27 04:55:45.471004700+05:30,4689,4,16,0.0137177,232
2023-09-27 04:55:45.472599400+05:30,4689,4,16,0.0015947,231
2023-09-27 04:55:45.475509700+05:30,4688,4,17,0.0029103,1601
2023-09-27 04:55:45.485505+05:30,4688,4,17,0.0099953,1602
2023-09-27 04:55:45.497642400+05:30,4689,4,16,0.0121374,232
2023-09-27 04:55:45.499129400+05:30,4689,4,16,0.001487,231
2023-09-27 04:55:45.501918700+05:30,4688,4,17,0.0027893,1601
2023-09-27 04:55:45.512569+05:30,4688,4,17,0.0106503,1602
2023-09-27 04:55:45.523833600+05:30,4689,4,16,0.0112646,232
2023-09-27 04:55:45.525312200+05:30,4689,4,16,0.0014786,231
2023-09-27 04:55:45.528203300+05:30,4688,4,17,0.0028911,1600
2023-09-27 04:55:45.539426300+05:30,4688,4,17,0.011223,1600
2023-09-27 04:55:45.550490700+05:30,4689,4,16,0.0110644,231
2023-09-27 04:55:45.552142300+05:30,4689,4,16,0.0016516,230
2023-09-27 04:55:45.554441700+05:30,4689,4,16,0.0022994,231
2023-09-27 04:55:45.555563100+05:30,4689,4,16,0.0011214,235
2023-09-27 04:56:03.898662100+05:30,4702,4,1,18.343099,2974
2023-09-27 04:56:04.983893900+05:30,4689,4,3,1.0852318,234
2023-09-27 04:56:51.122239500+05:30,4688,4,2,46.1383456,1655
2023-09-27 04:56:51.132655+05:30,4688,4,2,0.0104155,1654
2023-09-27 04:56:52.180888800+05:30,4689,4,3,1.0482338,275
2023-09-27 04:56:52.242811200+05:30,4689,4,3,0.0619224,276
2023-09-27 04:57:58.076512600+05:30,4688,4,2,65.8337014,1672
2023-09-27 04:57:58.258238200+05:30,4688,4,2,0.1817256,1667
2023-09-27 04:58:06.798736500+05:30,4689,4,20,8.5404983,291
2023-09-27 04:58:30.691005300+05:30,4688,4,18,23.8922688,1697
2023-09-27 04:58:32.735868100+05:30,4688,4,18,2.0448628,1672
2023-09-27 04:58:32.940097400+05:30,4689,4,20,0.2042293,291
2023-09-27 04:58:33.717047300+05:30,4688,4,18,0.7769499,1599
2023-09-27 04:58:33.725916300+05:30,4688,4,18,0.008869,1604
2023-09-27 04:58:33.745461200+05:30,4689,4,20,0.0195449,230
2023-09-27 04:58:33.767723800+05:30,4688,4,18,0.0222626,1604
2023-09-27 04:58:33.781885300+05:30,4688,4,18,0.0141615,1601
2023-09-27 04:58:36.843486600+05:30,4689,4,20,3.0616013,232
2023-09-27 04:58:36.846836500+05:30,4688,4,18,0.0033499,1601
2023-09-27 04:58:36.965421500+05:30,4689,4,20,0.118585,316
2023-09-27 04:58:39.923485100+05:30,4689,4,20,2.9580636,232
2023-09-27 04:58:39.927044700+05:30,4688,4,18,0.0035596,1600
2023-09-27 04:58:39.942091300+05:30,4688,4,18,0.0150466,1602
2023-09-27 04:58:39.961103300+05:30,4689,4,20,0.019012,232
2023-09-27 04:58:39.962736700+05:30,4689,4,20,0.0016334,231
2023-09-27 04:58:39.965741200+05:30,4688,4,18,0.0030045,1601
2023-09-27 04:58:43.034835800+05:30,4689,4,20,3.0690946,232
2023-09-27 04:58:43.038552800+05:30,4688,4,18,0.003717,1600
